C24_43_No focal subject.cd.res,1,1,1,1,11,2,1,1,2,1,10,1,1,1,13,1,1,1,3,1,14,2,1,1,900002,900002,886503,900002,811053,66689,900002,900002,883682,900002,88949,358784,900002,66307,756211,900002,900002,900002,777310,900002,143791,244754,900002,66307,900002,900002,886503,900002,73732.09,33344.5,900002,900002,441841,900002,8894.9,358784,900002,66307,58170.08,900002,900002,900002,259103.33,900002,10270.79,122377,900002,66307,0,0,0,0,80250.71,47156.24,0,0,140540.3,0,4692.49,0,0,0,75069.9,0,0,0,120765.19,0,8113.98,19642.01,0,0,1,1,0.985,1,0.9012,0.0741,1,1,0.9819,1,0.0988,0.3986,1,0.0737,0.8402,1,1,1,0.8637,1,0.1598,0.2719,1,0.0737,0,0,1,0,10,2,0,0,1,0,11,1,0,1,14,0,0,0,2,0,13,2,0,1,0,0,13499,0,88949,833313,0,0,16320,0,811053,541218,0,833695,143791,0,0,0,122692,0,756211,655248,0,833695,0,0,13499,0,8894.9,416656.5,0,0,16320,0,73732.09,541218,0,833695,10270.79,0,0,0,61346,0,58170.08,327624,0,833695,0,0,0,0,4692.49,165590.97,0,0,0,0,80250.71,0,0,0,8113.98,0,0,0,66668.86,0,75069.9,31590.7,0,0,0,0,0.015,0,0.0988,0.9259,0,0,0.0181,0,0.9012,0.6014,0,0.9263,0.1598,0,0,0,0.1363,0,0.8402,0.7281,0,0.9263
C24_45_No focal subject.cd.res,1,1,1,1,6,1,1,1,1,1,5,1,1,2,12,1,1,1,3,2,12,2,1,2,900002,900002,900002,900002,863626,396778,900002,900002,900002,900002,36376,900002,900002,396429,670519,842463,900002,900002,409507,400808,229483,528147,900002,396429,900002,900002,900002,900002,143937.67,396778,900002,900002,900002,900002,7275.2,900002,900002,198214.5,55876.58,842463,900002,900002,136502.33,200404,19123.58,264073.5,900002,198214.5,0,0,0,0,190872.81,0,0,0,0,0,1659.11,0,0,280317.63,95155.16,0,0,0,119982.16,283414.05,19037.56,93159.2,0,280317.63,1,1,1,1,0.9596,0.4409,1,1,1,1,0.0404,1,1,0.4405,0.745,0.9361,1,1,0.455,0.4453,0.255,0.5868,1,0.4405,0,0,0,0,5,1,0,0,0,0,6,0,0,2,12,1,0,0,2,2,12,2,0,2,0,0,0,0,36376,503224,0,0,0,0,863626,0,0,503573,229483,57539,0,0,490495,499194,670519,371855,0,503573,0,0,0,0,7275.2,503224,0,0,0,0,143937.67,0,0,251786.5,19123.58,57539,0,0,245247.5,249597,55876.58,185927.5,0,251786.5,0,0,0,0,1659.11,0,0,0,0,0,190872.81,0,0,272228.33,19037.56,0,0,0,66535.21,279051.21,95155.16,118887.98,0,272228.33,0,0,0,0,0.0404,0.5591,0,0,0,0,0.9596,0,0,0.5595,0.255,0.0639,0,0,0.545,0.5547,0.745,0.4132,0,0.5595
C24_48_No focal subject.cd.res,1,1,1,1,21,1,1,1,3,1,20,2,1,4,20,1,1,1,1,1,19,1,1,4,900002,159540,159540,743613,747157,429296,900002,900002,877243,900002,152845,331713,900002,31400,710133,900002,900002,900002,900002,730124,189869,900002,900002,31400,900002,159540,159540,743613,35578.9,429296,900002,900002,292414.33,900002,7642.25,165856.5,900002,7850,35506.65,900002,900002,900002,900002,730124,9993.11,900002,900002,7850,0,0,0,0,41558.75,0,0,0,23310.53,0,5449.51,220420.03,0,15700,34513.81,0,0,0,0,0,7575.56,0,0,15700,1,0.1773,0.1773,0.8262,0.8302,0.477,1,1,0.9747,1,0.1698,0.3686,1,0.0349,0.789,1,1,1,1,0.8112,0.211,1,1,0.0349,0,1,1,1,20,1,0,0,2,0,21,2,0,4,19,0,0,0,0,1,20,0,0,4,0,740462,740462,156389,152845,470706,0,0,22759,0,747157,568289,0,868602,189869,0,0,0,0,169878,710133,0,0,868602,0,740462,740462,156389,7642.25,470706,0,0,11379.5,0,35578.9,284144.5,0,217150.5,9993.11,0,0,0,0,169878,35506.65,0,0,217150.5,0,0,0,0,5449.51,0,0,0,1956.56,0,41558.75,26008.09,0,209260.67,7575.56,0,0,0,0,0,34513.81,0,0,209260.67,0,0.8227,0.8227,0.1738,0.1698,0.523,0,0,0.0253,0,0.8302,0.6314,0,0.9651,0.211,0,0,0,0,0.1888,0.789,0,0,0.9651
C31_49_No focal subject.cd.res,1,1,1,1,22,1,1,1,1,1,21,1,1,1,11,1,1,1,6,1,10,6,1,1,900002,900002,900002,900002,595475,900002,900002,900002,900002,900002,315931,900002,900002,900002,709688,900002,900002,900002,362671,900002,190314,537331,900002,900002,900002,900002,900002,900002,27067.05,900002,900002,900002,900002,900002,15044.33,900002,900002,900002,64517.09,900002,900002,900002,60445.17,900002,19031.4,89555.17,900002,900002,0,0,0,0,38182.28,0,0,0,0,0,9821.16,0,0,0,63759.69,0,0,0,106112.7,0,15120.38,64744.37,0,0,1,1,1,1,0.6616,1,1,1,1,1,0.351,1,1,1,0.7885,1,1,1,0.403,1,0.2115,0.597,1,1,0,0,0,0,21,0,0,0,0,0,21,0,0,0,10,0,0,0,6,0,11,6,0,0,0,0,0,0,304527,0,0,0,0,0,584071,0,0,0,190314,0,0,0,537331,0,709688,362671,0,0,0,0,0,0,14501.29,0,0,0,0,0,27812.9,0,0,0,19031.4,0,0,0,89555.17,0,64517.09,60445.17,0,0,0,0,0,0,9117.28,0,0,0,0,0,38960.62,0,0,0,15120.38,0,0,0,64744.37,0,63759.69,106112.7,0,0,0,0,0,0,0.3384,0,0,0,0,0,0.649,0,0,0,0.2115,0,0,0,0.597,0,0.7885,0.403,0,0
C31_53_No focal subject.cd.res,1,1,1,1,13,1,1,1,1,1,12,1,1,4,24,1,1,1,9,1,23,9,1,4,900002,900002,900002,900002,734194,523901,900002,900002,900002,180578,165808,900002,900002,65701,709766,900002,900002,900002,567311,68607,190236,332691,900002,66686,900002,900002,900002,900002,56476.46,523901,900002,900002,900002,180578,13817.33,900002,900002,16425.25,29573.58,900002,900002,900002,63034.56,68607,8271.13,36965.67,900002,16671.5,0,0,0,0,50047.89,0,0,0,0,0,16274.53,0,0,32850.5,28346.48,0,0,0,50154.61,0,7073.07,28623.25,0,33343,1,1,1,1,0.8158,0.5821,1,1,1,0.2006,0.1842,1,1,0.073,0.7886,1,1,1,0.6303,0.0762,0.2114,0.3697,1,0.0741,0,0,0,0,12,1,0,0,0,1,13,0,0,4,23,0,0,0,9,1,24,9,0,4,0,0,0,0,165808,376101,0,0,0,719424,734194,0,0,834301,190236,0,0,0,332691,831395,709766,567311,0,833316,0,0,0,0,13817.33,376101,0,0,0,719424,56476.46,0,0,208575.25,8271.13,0,0,0,36965.67,831395,29573.58,63034.56,0,208329,0,0,0,0,16274.53,0,0,0,0,0,50047.89,0,0,110177.88,7073.07,0,0,0,28623.25,0,28346.48,50154.61,0,110351.2,0,0,0,0,0.1842,0.4179,0,0,0,0.7994,0.8158,0,0,0.927,0.2114,0,0,0,0.3697,0.9238,0.7886,0.6303,0,0.9259
C32_57_No focal subject.cd.res,1,1,1,1,13,1,1,1,1,1,12,1,1,3,15,1,1,1,4,1,15,3,1,2,900002,900002,900002,900002,777081,430559,900002,900002,900002,315427,122921,900002,900002,300914,420559,900002,900002,900002,830165,900002,479443,95729,900002,300668,900002,900002,900002,900002,59775.46,430559,900002,900002,900002,315427,10243.42,900002,900002,100304.67,28037.27,900002,900002,900002,207541.25,900002,31962.87,31909.67,900002,150334,0,0,0,0,97786.54,0,0,0,0,0,8126.18,0,0,173732.78,21940.31,0,0,0,366946.58,0,24073.44,24249.96,0,212604.38,1,1,1,1,0.8634,0.4784,1,1,1,0.3505,0.1366,1,1,0.3343,0.4673,1,1,1,0.9224,1,0.5327,0.1064,1,0.3341,0,0,0,0,12,1,0,0,0,1,13,0,0,3,15,0,0,0,3,0,15,3,0,2,0,0,0,0,122921,469443,0,0,0,584575,777081,0,0,599088,479443,0,0,0,69837,0,420559,804273,0,599334,0,0,0,0,10243.42,469443,0,0,0,584575,59775.46,0,0,199696,31962.87,0,0,0,23279,0,28037.27,268091,0,299667,0,0,0,0,8126.18,0,0,0,0,0,97786.54,0,0,242418.83,24073.44,0,0,0,14459.88,0,21940.31,424237.03,0,411393.31,0,0,0,0,0.1366,0.5216,0,0,0,0.6495,0.8634,0,0,0.6657,0.5327,0,0,0,0.0776,0,0.4673,0.8936,0,0.6659
C32_58_No focal subject.cd.res,1,1,1,1,14,2,1,1,1,1,14,1,1,2,6,1,1,1,3,1,5,2,1,2,900002,900002,900002,900002,762254,820431,900002,900002,900002,900002,137748,900002,900002,820431,864098,900002,900002,900002,236806,900002,35904,755701,900002,820188,900002,900002,900002,900002,54446.71,410215.5,900002,900002,900002,900002,9839.14,900002,900002,410215.5,144016.33,900002,900002,900002,78935.33,900002,7180.8,377850.5,900002,410094,0,0,0,0,62008.19,580132.32,0,0,0,0,6244.43,0,0,580132.32,178597.71,0,0,0,60536.11,0,5287.38,134974.66,0,579960.5,1,1,1,1,0.8469,0.9116,1,1,1,1,0.1531,1,1,0.9116,0.9601,1,1,1,0.2631,1,0.0399,0.8397,1,0.9113,0,0,0,0,14,2,0,0,0,0,14,0,0,2,5,0,0,0,2,0,6,2,0,2,0,0,0,0,137748,79571,0,0,0,0,762254,0,0,79571,35904,0,0,0,663196,0,864098,144301,0,79814,0,0,0,0,9839.14,39785.5,0,0,0,0,54446.71,0,0,39785.5,7180.8,0,0,0,331598,0,144016.33,72150.5,0,39907,0,0,0,0,6244.43,36784.4,0,0,0,0,62008.19,0,0,49177.16,5287.38,0,0,0,200385.58,0,178597.71,83982.37,0,49005.33,0,0,0,0,0.1531,0.0884,0,0,0,0,0.8469,0,0,0.0884,0.0399,0,0,0,0.7369,0,0.9601,0.1603,0,0.0887
C33_65_No focal subject.cd.res,1,1,1,1,8,1,1,1,1,1,7,1,1,1,3,1,1,1,1,1,2,1,1,1,900002,900002,900002,900002,819205,900002,900002,900002,900002,900002,80797,900002,900002,900002,882237,900002,900002,900002,47284,900002,17765,852718,900002,900002,900002,900002,900002,900002,102400.62,900002,900002,900002,900002,900002,11542.43,900002,900002,900002,294079,900002,900002,900002,47284,900002,8882.5,852718,900002,900002,0,0,0,0,134646.68,0,0,0,0,0,5454.27,0,0,0,482816.16,0,0,0,0,0,7612,0,0,0,1,1,1,1,0.9102,1,1,1,1,1,0.0898,1,1,1,0.9803,1,1,1,0.0525,1,0.0197,0.9475,1,1,0,0,0,0,7,0,0,0,0,0,8,0,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,0,80797,0,0,0,0,0,819205,0,0,0,17765,0,0,0,852718,0,882237,47284,0,0,0,0,0,0,11542.43,0,0,0,0,0,102400.62,0,0,0,8882.5,0,0,0,852718,0,294079,47284,0,0,0,0,0,0,5454.27,0,0,0,0,0,134646.68,0,0,0,7612,0,0,0,0,0,482816.16,0,0,0,0,0,0,0,0.0898,0,0,0,0,0,0.9102,0,0,0,0.0197,0,0,0,0.9475,0,0.9803,0.0525,0,0
C33_66_No focal subject.cd.res,1,1,1,1,18,1,1,1,1,2,19,1,1,2,25,1,1,1,5,1,25,5,1,2,900002,900002,900002,900002,618506,900002,900002,900002,900002,36908,281496,900002,900002,35657,511439,900002,900002,900002,713477,900002,388563,186525,900002,35657,900002,900002,900002,900002,34361.44,900002,900002,900002,900002,18454,14815.58,900002,900002,17828.5,20457.56,900002,900002,900002,142695.4,900002,15542.52,37305,900002,17828.5,0,0,0,0,39838.23,0,0,0,0,26097.9,12521.44,0,0,25213.31,21651.16,0,0,0,241541.05,0,12105.13,41599.43,0,25213.31,1,1,1,1,0.6872,1,1,1,1,0.041,0.3128,1,1,0.0396,0.5683,1,1,1,0.7928,1,0.4317,0.2072,1,0.0396,0,0,0,0,19,0,0,0,0,2,18,0,0,2,25,0,0,0,5,0,25,5,0,2,0,0,0,0,281496,0,0,0,0,863094,618506,0,0,864345,388563,0,0,0,186525,0,511439,713477,0,864345,0,0,0,0,14815.58,0,0,0,0,431547,34361.44,0,0,432172.5,15542.52,0,0,0,37305,0,20457.56,142695.4,0,432172.5,0,0,0,0,12521.44,0,0,0,0,27085.02,39838.23,0,0,25841.22,12105.13,0,0,0,41599.43,0,21651.16,241541.05,0,25841.22,0,0,0,0,0.3128,0,0,0,0,0.959,0.6872,0,0,0.9604,0.4317,0,0,0,0.2072,0,0.5683,0.7928,0,0.9604
C34_67_No focal subject.cd.res,1,1,1,1,20,1,1,1,1,1,19,1,1,1,34,1,1,1,19,1,35,18,1,1,900002,900002,900002,900002,732803,900002,900002,900002,900002,900002,167199,900002,900002,707218,469690,900002,900002,900002,545026,900002,430312,388887,900002,708836,900002,900002,900002,900002,36640.15,900002,900002,900002,900002,900002,8799.95,900002,900002,707218,13814.41,900002,900002,900002,28685.58,900002,12294.63,21604.83,900002,708836,0,0,0,0,40894.93,0,0,0,0,0,5983.33,0,0,0,11124.95,0,0,0,26073.82,0,9377.06,18121.8,0,0,1,1,1,1,0.8142,1,1,1,1,1,0.1858,1,1,0.7858,0.5219,1,1,1,0.6056,1,0.4781,0.4321,1,0.7876,0,0,0,0,19,0,0,0,0,0,20,0,0,1,35,0,0,0,18,0,34,18,0,1,0,0,0,0,167199,0,0,0,0,0,732803,0,0,192784,430312,0,0,0,354976,0,469690,511115,0,191166,0,0,0,0,8799.95,0,0,0,0,0,36640.15,0,0,192784,12294.63,0,0,0,19720.89,0,13814.41,28395.28,0,191166,0,0,0,0,5983.33,0,0,0,0,0,40894.93,0,0,0,9377.06,0,0,0,11251.08,0,11124.95,26798.12,0,0,0,0,0,0,0.1858,0,0,0,0,0,0.8142,0,0,0.2142,0.4781,0,0,0,0.3944,0,0.5219,0.5679,0,0.2124
C34_68_No focal subject.cd.res,1,1,1,1,31,1,1,1,5,1,30,3,1,2,5,1,1,1,1,1,4,1,1,2,900002,900002,900002,900002,579283,900002,900002,900002,836658,900002,320719,157819,900002,692322,889747,311181,900002,900002,900002,900002,10255,900002,900002,692322,900002,900002,900002,900002,18686.55,900002,900002,900002,167331.6,900002,10690.63,52606.33,900002,346161,177949.4,311181,900002,900002,900002,900002,2563.75,900002,900002,346161,0,0,0,0,20106.18,0,0,0,185042.25,0,7002.02,76160.73,0,489545.58,300373.8,0,0,0,0,0,432.24,0,0,489545.58,1,1,1,1,0.6436,1,1,1,0.9296,1,0.3564,0.1754,1,0.7692,0.9886,0.3458,1,1,1,1,0.0114,1,1,0.7692,0,0,0,0,30,0,0,0,4,0,31,3,0,2,4,1,0,0,0,0,5,0,0,2,0,0,0,0,320719,0,0,0,63344,0,579283,742183,0,207680,10255,588821,0,0,0,0,889747,0,0,207680,0,0,0,0,10690.63,0,0,0,15836,0,18686.55,247394.33,0,103840,2563.75,588821,0,0,0,0,177949.4,0,0,103840,0,0,0,0,7002.02,0,0,0,13850.01,0,20106.18,205456.16,0,24754.39,432.24,0,0,0,0,0,300373.8,0,0,24754.39,0,0,0,0,0.3564,0,0,0,0.0704,0,0.6436,0.8246,0,0.2308,0.0114,0.6542,0,0,0,0,0.9886,0,0,0.2308
C34_69_No focal subject.cd.res,1,1,1,1,21,3,1,1,2,1,22,3,1,5,15,1,1,1,10,1,14,11,1,5,900002,900002,900002,900002,7440,183054,900002,900002,183548,900002,899981,716456,900002,182553,100657,592807,900002,900002,787360,319941,799346,112645,900002,182052,900002,900002,900002,900002,354.29,61018,900002,900002,91774,900002,40908.23,238818.67,900002,36510.6,6710.47,592807,900002,900002,78736,319941,57096.14,10240.45,900002,36410.4,0,0,0,0,1618.96,105686.28,0,0,129786.62,0,30389.64,312312.35,0,81640.18,4380.13,0,0,0,82842.61,0,75917.07,7140.2,0,81416.13,1,1,1,1,0.0083,0.2034,1,1,0.2039,1,1,0.7961,1,0.2028,0.1118,0.6587,1,1,0.8748,0.3555,0.8882,0.1252,1,0.2023,0,0,0,0,21,3,0,0,2,0,21,2,0,5,14,1,0,0,10,1,14,10,0,5,0,0,0,0,892562,716948,0,0,716454,0,21,183546,0,717449,799345,307195,0,0,112642,580061,100656,787357,0,717950,0,0,0,0,42502.95,238982.67,0,0,358227,0,1,91773,0,143489.8,57096.07,307195,0,0,11264.2,580061,7189.71,78735.7,0,143590,0,0,0,0,30182.12,310031.34,0,0,330950.02,0,0,129785.21,0,80902,75917.06,0,0,0,6621,0,4117.18,82842.64,0,81263.64,0,0,0,0,0.9917,0.7966,0,0,0.7961,0,0,0.2039,0,0.7972,0.8882,0.3413,0,0,0.1252,0.6445,0.1118,0.8748,0,0.7977
C34_71_No focal subject.cd.res,1,1,1,1,14,1,1,1,1,1,13,1,1,1,15,1,1,1,3,1,14,2,1,1,900002,900002,900002,900002,507655,567937,900002,900002,900002,900002,392347,900002,900002,672792,350457,900002,900002,900002,748141,900002,549545,799435,900002,672792,900002,900002,900002,900002,36261.07,567937,900002,900002,900002,900002,30180.54,900002,900002,672792,23363.8,900002,900002,900002,249380.33,900002,39253.21,399717.5,900002,672792,0,0,0,0,40817.73,0,0,0,0,0,18512.34,0,0,0,24568.47,0,0,0,346149.39,0,51945.56,459092.61,0,0,1,1,1,1,0.5641,0.631,1,1,1,1,0.4359,1,1,0.7475,0.3894,1,1,1,0.8313,1,0.6106,0.8883,1,0.7475,0,0,0,0,13,1,0,0,0,0,14,0,0,1,14,0,0,0,2,0,15,2,0,1,0,0,0,0,392347,332065,0,0,0,0,507655,0,0,227210,549545,0,0,0,151861,0,350457,100567,0,227210,0,0,0,0,30180.54,332065,0,0,0,0,36261.07,0,0,227210,39253.21,0,0,0,75930.5,0,23363.8,50283.5,0,227210,0,0,0,0,18512.34,0,0,0,0,0,40817.73,0,0,0,51945.56,0,0,0,1188.65,0,24568.47,42444.08,0,0,0,0,0,0,0.4359,0.369,0,0,0,0,0.5641,0,0,0.2525,0.6106,0,0,0,0.1687,0,0.3894,0.1117,0,0.2525
D12_11_No focal subject.cd.res,1,1,1,1,24,1,1,1,1,1,23,1,1,1,35,1,1,1,8,1,36,7,1,1,900002,784657,900002,900002,737720,900002,900002,900002,900002,900002,162282,900002,900002,900002,539932,900002,900002,900002,794406,900002,360070,109504,900002,900002,900002,784657,900002,900002,30738.33,900002,900002,900002,900002,900002,7055.74,900002,900002,900002,15426.63,900002,900002,900002,99300.75,900002,10001.94,15643.43,900002,900002,0,0,0,0,31252.49,0,0,0,0,0,5916.6,0,0,0,11926.99,0,0,0,165613.91,0,6018.25,17199.77,0,0,1,0.8718,1,1,0.8197,1,1,1,1,1,0.1803,1,1,1,0.5999,1,1,1,0.8827,1,0.4001,0.1217,1,1,0,1,0,0,23,0,0,0,0,0,24,0,0,0,36,0,0,0,7,0,35,7,0,0,0,115345,0,0,162282,0,0,0,0,0,737720,0,0,0,360070,0,0,0,105596,0,539932,790498,0,0,0,115345,0,0,7055.74,0,0,0,0,0,30738.33,0,0,0,10001.94,0,0,0,15085.14,0,15426.63,112928.29,0,0,0,0,0,0,5916.6,0,0,0,0,0,31252.49,0,0,0,6018.25,0,0,0,16881.16,0,11926.99,173971.28,0,0,0,0.1282,0,0,0.1803,0,0,0,0,0,0.8197,0,0,0,0.4001,0,0,0,0.1173,0,0.5999,0.8783,0,0
D12_12_No focal subject.cd.res,1,1,1,1,9,1,1,1,1,1,8,1,1,1,6,1,1,1,2,1,5,3,1,1,900002,900002,900002,900002,829187,900002,900002,900002,900002,900002,73968,900002,900002,900002,847928,900002,900002,900002,87815,900002,87984,812187,900002,900002,900002,900002,900002,900002,92131.89,900002,900002,900002,900002,900002,9246,900002,900002,900002,141321.33,900002,900002,900002,43907.5,900002,17596.8,270729,900002,900002,0,0,0,0,144465.47,0,0,0,0,0,8799.99,0,0,0,311899.89,0,0,0,25658.78,0,21542.88,439261.92,0,0,1,1,1,1,0.9213,1,1,1,1,1,0.0822,1,1,1,0.9421,1,1,1,0.0976,1,0.0978,0.9024,1,1,0,0,0,0,8,0,0,0,0,0,8,0,0,0,5,0,0,0,3,0,5,2,0,0,0,0,0,0,70815,0,0,0,0,0,826034,0,0,0,52074,0,0,0,812187,0,812018,87815,0,0,0,0,0,0,8851.88,0,0,0,0,0,103254.25,0,0,0,10414.8,0,0,0,270729,0,162403.6,43907.5,0,0,0,0,0,0,9100.5,0,0,0,0,0,150264.18,0,0,0,7180.4,0,0,0,439261.92,0,343901.82,25658.78,0,0,0,0,0,0,0.0787,0,0,0,0,0,0.9178,0,0,0,0.0579,0,0,0,0.9024,0,0.9022,0.0976,0,0
D12_9_No focal subject.cd.res,1,1,1,1,24,3,1,1,9,1,24,8,1,2,26,1,1,1,1,2,26,1,1,2,900002,900002,900002,900002,725769,89959,900002,900002,501023,900002,174233,567012,900002,426795,165373,900002,900002,900002,900002,430330,734629,900002,900002,426795,900002,900002,900002,900002,30240.38,29986.33,900002,900002,55669.22,900002,7259.71,70876.5,900002,213397.5,6360.5,900002,900002,900002,900002,215165,28254.96,900002,900002,213397.5,0,0,0,0,59592.73,51937.85,0,0,80986.96,0,4542.44,160720.93,0,301789.64,5621.56,0,0,0,0,304289.26,26693.7,0,0,301789.64,1,1,1,1,0.8064,0.1,1,1,0.5567,1,0.1936,0.63,1,0.4742,0.1837,1,1,1,1,0.4781,0.8163,1,1,0.4742,0,0,0,0,24,3,0,0,8,0,24,8,0,2,26,0,0,0,0,2,26,0,0,2,0,0,0,0,174233,810043,0,0,398979,0,725769,332990,0,473207,734629,0,0,0,0,469672,165373,0,0,473207,0,0,0,0,7259.71,270014.33,0,0,49872.38,0,30240.38,41623.75,0,236603.5,28254.96,0,0,0,0,234836,6360.5,0,0,236603.5,0,0,0,0,4542.44,210827.82,0,0,101617.37,0,59592.73,73937.5,0,36618.94,26693.7,0,0,0,0,34826.42,5621.56,0,0,36618.94,0,0,0,0,0.1936,0.9,0,0,0.4433,0,0.8064,0.37,0,0.5258,0.8163,0,0,0,0,0.5219,0.1837,0,0,0.5258
D13_18_No focal subject.cd.res,1,1,1,1,18,1,1,1,10,1,18,10,1,1,13,1,1,1,1,1,14,1,1,1,900002,900002,900002,900002,663397,900002,900002,900002,270210,900002,236605,775058,900002,435055,113914,900002,900002,900002,900002,439000,786088,900002,900002,437809,900002,900002,900002,900002,36855.39,900002,900002,900002,27021,900002,13144.72,77505.8,900002,435055,8762.62,900002,900002,900002,900002,439000,56149.14,900002,900002,437809,0,0,0,0,81564.44,0,0,0,42038.21,0,12555.96,151634.48,0,0,15332.13,0,0,0,0,0,63272.16,0,0,0,1,1,1,1,0.7371,1,1,1,0.3002,1,0.2629,0.8612,1,0.4834,0.1266,1,1,1,1,0.4878,0.8734,1,1,0.4865,0,0,0,0,18,0,0,0,10,0,18,9,0,1,14,0,0,0,0,1,13,0,0,1,0,0,0,0,236605,0,0,0,629792,0,663397,124944,0,464947,786088,0,0,0,0,461002,113914,0,0,462193,0,0,0,0,13144.72,0,0,0,62979.2,0,36855.39,13882.67,0,464947,56149.14,0,0,0,0,461002,8762.62,0,0,462193,0,0,0,0,12555.96,0,0,0,107467.97,0,81564.44,6795.93,0,0,63272.16,0,0,0,0,0,15332.13,0,0,0,0,0,0,0,0.2629,0,0,0,0.6998,0,0.7371,0.1388,0,0.5166,0.8734,0,0,0,0,0.5122,0.1266,0,0,0.5135
D14_19_No focal subject.cd.res,1,1,1,1,30,2,1,1,18,1,30,17,1,1,9,1,1,1,1,1,8,1,1,1,900002,900002,900002,900002,654328,14637,900002,900002,518117,900002,245674,398267,900002,382013,851434,900002,900002,900002,900002,900002,48568,900002,900002,382519,900002,900002,900002,900002,21810.93,7318.5,900002,900002,28784.28,900002,8189.13,23427.47,900002,382013,94603.78,900002,900002,900002,900002,900002,6071,900002,900002,382519,0,0,0,0,22845.71,10349.92,0,0,44066.29,0,5584.76,13024.96,0,0,68841.67,0,0,0,0,0,4961.84,0,0,0,1,1,1,1,0.727,0.0163,1,1,0.5757,1,0.273,0.4425,1,0.4245,0.946,1,1,1,1,1,0.054,1,1,0.425,0,0,0,0,30,2,0,0,17,0,30,17,0,1,8,0,0,0,0,0,9,0,0,1,0,0,0,0,245674,885365,0,0,381885,0,654328,501735,0,517989,48568,0,0,0,0,0,851434,0,0,517483,0,0,0,0,8189.13,442682.5,0,0,22463.82,0,21810.93,29513.82,0,517989,6071,0,0,0,0,0,94603.78,0,0,517483,0,0,0,0,5584.76,105783.88,0,0,12357.34,0,22845.71,45310.31,0,0,4961.84,0,0,0,0,0,68841.67,0,0,0,0,0,0,0,0.273,0.9837,0,0,0.4243,0,0.727,0.5575,0,0.5755,0.054,0,0,0,0,0,0.946,0,0,0.575
D14_21_No focal subject.cd.res,1,1,1,1,24,1,1,1,1,1,24,1,1,1,17,1,1,1,10,1,15,9,1,1,900002,900002,900002,900002,588871,900002,900002,900002,900002,900002,311131,900002,900002,900002,628591,900002,900002,900002,297513,900002,271411,643155,900002,900002,900002,900002,900002,900002,24536.29,900002,900002,900002,900002,900002,12963.79,900002,900002,900002,36975.94,900002,900002,900002,29751.3,900002,18094.07,71461.67,900002,900002,0,0,0,0,33763.19,0,0,0,0,0,12843.9,0,0,0,65297.55,0,0,0,29702.16,0,29628.49,78814.52,0,0,1,1,1,1,0.6543,1,1,1,1,1,0.3457,1,1,1,0.6984,1,1,1,0.3306,1,0.3016,0.7146,1,1,0,0,0,0,24,0,0,0,0,0,24,0,0,0,17,0,0,0,9,0,15,9,0,0,0,0,0,0,311131,0,0,0,0,0,588871,0,0,0,271411,0,0,0,602489,0,628591,256847,0,0,0,0,0,0,12963.79,0,0,0,0,0,24536.29,0,0,0,15965.35,0,0,0,66943.22,0,41906.07,28538.56,0,0,0,0,0,0,12843.9,0,0,0,0,0,33763.19,0,0,0,27315.71,0,0,0,81625.92,0,68202.06,31240.2,0,0,0,0,0,0,0.3457,0,0,0,0,0,0.6543,0,0,0,0.3016,0,0,0,0.6694,0,0.6984,0.2854,0,0
D14_23_No focal subject.cd.res,1,1,1,1,18,1,1,1,1,1,18,1,1,1,5,1,1,1,3,1,4,4,1,1,900002,900002,900002,900002,628746,900002,900002,900002,900002,900002,271256,900002,900002,900002,865808,315652,900002,900002,32693,900002,34194,867309,900002,900002,900002,900002,900002,900002,34930.33,900002,900002,900002,900002,900002,15069.78,900002,900002,900002,173161.6,315652,900002,900002,10897.67,900002,8548.5,216827.25,900002,900002,0,0,0,0,43556.12,0,0,0,0,0,7496.26,0,0,0,153341.82,0,0,0,5926.89,0,5940.58,137112.56,0,0,1,1,1,1,0.6986,1,1,1,1,1,0.3014,1,1,1,0.962,0.3507,1,1,0.0363,1,0.038,0.9637,1,1,0,0,0,0,18,0,0,0,0,0,18,0,0,0,4,1,0,0,4,0,5,3,0,0,0,0,0,0,271256,0,0,0,0,0,628746,0,0,0,34194,584350,0,0,867309,0,865808,32693,0,0,0,0,0,0,15069.78,0,0,0,0,0,34930.33,0,0,0,8548.5,584350,0,0,216827.25,0,173161.6,10897.67,0,0,0,0,0,0,7496.26,0,0,0,0,0,43556.12,0,0,0,5940.58,0,0,0,137112.56,0,153341.82,5926.89,0,0,0,0,0,0,0.3014,0,0,0,0,0,0.6986,0,0,0,0.038,0.6493,0,0,0.9637,0,0.962,0.0363,0,0
